"","country","year","co2.emissions.per.cap","electric.consumption","total.energy.use","fertility","gdp","internet.users","life.exp","military.exp.perc.gdp","population","hiv.rate"
"284","Greece",2001,8.48,4680.66,2621.38,1.25,11200,83.59,77.99,4.5,10900000,NA
"285","Greece",2002,8.53,4868.24,2642.35,1.27,11400,135.18,78.69,4.24,1.1e+07,NA
"286","Greece",2003,8.73,5044.75,2711.2,1.28,13400,155.89,78.84,4.06,1.1e+07,0.16
"287","Greece",2004,NA,5148.01,2754.72,1.31,16900,176.74,78.94,4.17,11100000,NA
"288","Greece",2005,NA,NA,NA,1.28,19800,180.21,78.99,4.48,11100000,0.17
"289","Maldives",2000,1.72,NA,NA,4.69,2010,20.67,65.38,NA,290209,NA
"290","Maldives",2001,3.1,NA,NA,NA,1990,33.57,NA,NA,297916,NA
"291","Maldives",2002,3.37,NA,NA,4.33,2020,49.08,66.34,NA,305615,NA
"292","Maldives",2003,1.41,NA,NA,NA,2160,54.25,NA,NA,313352,0.2
"293","Maldives",2004,NA,NA,NA,NA,2440,59.15,NA,NA,321196,NA
"294","Maldives",2005,NA,NA,NA,4,2320,NA,67.64,NA,329198,0.2
"295","Thailand",2000,3.28,1483.76,1213.74,1.94,1990,37.44,69.48,1.45,61400000,NA
"296","Thailand",2001,3.5,1541.69,1260.88,NA,1950,57.02,NA,1.47,6.2e+07,NA
"297","Thailand",2002,3.68,1655.91,1331.62,1.93,1970,76.7,69.75,1.41,62600000,NA
"298","Thailand",2003,3.89,1751.76,1405.71,NA,2150,95.5,NA,1.31,63100000,1.35
"299","Thailand",2004,NA,1864.58,1524.03,NA,2490,109.45,NA,1.19,63700000,NA
"300","Thailand",2005,NA,NA,NA,1.89,2720,110.29,70.9,1.15,64200000,1.4
"301","Ukraine",2000,6.18,2773.43,2643.66,1.1,700,7.12,67.86,3.64,49200000,NA
"302","Ukraine",2001,6.27,2790.53,2670.43,1.1,730,12.32,68.29,2.86,48700000,NA
"303","Ukraine",2002,6.35,2844.81,2735.94,1.1,790,18.67,68.28,2.77,48200000,NA
"304","Ukraine",2003,6.58,2997.85,2949.03,1.2,980,52.29,68.21,2.85,47800000,1.29
"305","Ukraine",2004,NA,3151.68,2958.05,1.2,1270,79.05,68.19,2.6,47400000,NA
"306","Ukraine",2005,NA,NA,NA,1.2,1540,96.87,67.96,2.36,47100000,1.4
"307","Middle income",2000,3.02,1465.51,1234.39,2.21,1720,24.27,69.11,2.03,2.93e+09,NA
"308","Middle income",2001,3.09,1504,1238.01,NA,1740,35.27,NA,2.14,2.95e+09,NA
"309","Middle income",2002,3.28,1570.37,1270.77,2.17,1770,55.26,69.49,2.16,2.98e+09,NA
"310","Middle income",2003,3.51,1690.14,1345.25,NA,1930,72.79,NA,2.14,3.01e+09,0.61
"311","Middle income",2004,NA,1816.97,1436.97,NA,2260,90.11,NA,2.06,3.03e+09,NA
"312","Middle income",2005,NA,NA,NA,2.1,2640,114.3,70.42,1.98,3.06e+09,0.63
"313","Brunei",2000,17.19,7539.07,7623.03,2.58,NA,89.97,76.17,6.52,333463,NA
"314","Brunei",2001,16.06,6654.77,6944.75,NA,NA,102.52,NA,7.32,341409,NA
"315","Brunei",2002,15.06,6756.39,6659.09,2.5,NA,127.77,76.49,6.62,349447,NA
"316","Brunei",2003,12.72,6840.94,7495.39,NA,NA,160.71,NA,NA,357553,0.1
"317","Brunei",2004,NA,7615.8,7369.69,NA,NA,276.62,NA,NA,365687,NA
"318","Brunei",2005,NA,NA,NA,2.38,NA,NA,76.97,NA,373819,0.1
"319","Tonga",2000,1.21,NA,NA,3.73,1560,23.95,71.72,NA,100190,NA
"320","Tonga",2001,1.05,NA,NA,NA,1460,27.8,NA,NA,100732,NA
"321","Tonga",2002,1.05,NA,NA,3.54,1440,28.65,72.11,NA,101205,NA
"322","Tonga",2003,1.12,NA,NA,NA,1520,29.52,NA,NA,101617,NA
"323","Tonga",2004,NA,NA,NA,NA,1750,29.42,NA,NA,101982,NA
"324","Tonga",2005,NA,NA,NA,3.31,1970,29.32,72.65,NA,102311,NA
"325","Iraq",2000,2.91,1164,1037.82,NA,NA,NA,NA,NA,NA,NA
"326","Iraq",2001,3.19,1169.25,1144.1,NA,NA,0.49,NA,NA,NA,NA
"327","Iraq",2002,3.33,1199.06,1178.6,NA,NA,0.95,NA,NA,NA,NA
"328","Iraq",2003,2.71,991.87,965.17,NA,NA,1.12,NA,NA,NA,0.2
"329","Iraq",2004,NA,1150.72,1083.49,NA,NA,1.31,NA,NA,NA,NA
"330","Iraq",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"331","Italy",2000,7.51,5299.27,3033.03,1.24,20900,231.79,79.52,2.04,56900000,NA
"332","Italy",2001,7.52,5405.87,3046.59,1.26,20200,273.78,79.68,1.97,5.7e+07,NA
"333","Italy",2002,7.56,5530.19,3035.41,1.26,19800,346.41,79.78,2,57200000,NA
"334","Italy",2003,7.73,5623.9,3146.53,1.28,22200,397.19,79.64,2.01,57600000,0.5
"335","Italy",2004,NA,5640.09,3170.76,1.33,26700,467.04,80.65,1.98,58200000,NA
"336","Italy",2005,NA,NA,NA,1.32,30300,477.76,80.33,1.77,58600000,0.5
"337","Moldova",2000,1.58,871.08,692.33,1.3,370,12.69,67.91,0.4,4145437,NA
"338","Moldova",2001,1.73,982.1,768.61,NA,400,14.67,68.06,0.4,4089202,NA
"339","Moldova",2002,1.67,1046.92,744.9,1.28,460,37.2,67.67,0.42,4032768,NA
"340","Moldova",2003,1.82,1240.2,837.69,NA,570,72.41,67.86,0.4,3977596,0.87
"341","Moldova",2004,NA,1319.18,862.13,1.26,730,103.44,NA,0.35,3925170,NA
"342","Moldova",2005,NA,NA,NA,1.27,960,NA,68.26,0.31,3876661,1.05
"343","High income",2000,12.7,9266.9,5419.76,1.72,26300,316.27,77.99,2.3,9.88e+08,NA
"344","High income",2001,12.68,9160.32,5379.02,NA,26200,377.75,NA,2.34,9.95e+08,NA
"345","High income",2002,12.74,9297.75,5396.62,1.68,25900,430.89,78.33,2.46,1e+09,NA
"346","High income",2003,12.79,9416.16,5415.34,NA,28000,459.78,NA,2.56,1.01e+09,0.35
"347","High income",2004,NA,9562.99,5502.35,NA,31800,510.21,NA,2.59,1.02e+09,NA
"348","High income",2005,NA,NA,NA,1.71,35000,523.43,79,2.61,1.02e+09,0.35
"349","Papua New Guinea",2000,0.46,NA,NA,4.32,650,8.49,54.66,0.89,5298867,NA
"350","Papua New Guinea",2001,0.46,NA,NA,NA,580,9.23,NA,0.82,5419232,NA
"351","Papua New Guinea",2002,0.45,NA,NA,4.1,520,13.54,55.22,0.57,5538159,NA
"352","Papua New Guinea",2003,0.44,NA,NA,NA,510,18.57,NA,0.55,5655675,1.59
"353","Papua New Guinea",2004,NA,NA,NA,NA,590,20.79,NA,0.62,5771947,NA
"354","Papua New Guinea",2005,NA,NA,NA,3.8,700,22.93,56.39,0.53,5887138,1.76
"355","Guinea",2000,0.16,NA,NA,NA,410,0.98,52.86,1.48,8202628,NA
"356","Guinea",2001,0.15,NA,NA,NA,380,1.79,NA,2.89,8358572,NA
"357","Guinea",2002,0.16,NA,NA,5.9,370,4.11,53.61,2.92,8513599,NA
"358","Guinea",2003,0.15,NA,NA,NA,390,4.61,NA,NA,8670641,1.56
"359","Guinea",2004,NA,NA,NA,5.7,440,5.21,NA,NA,8832767,NA
"360","Guinea",2005,NA,NA,NA,5.6,440,5.55,54.05,NA,9002656,1.52
"361","Cyprus",2000,9.25,4585.01,3494.24,1.64,13280,172.91,78.14,2.08,694000,NA
"362","Cyprus",2001,9.17,4729.86,3496.79,1.57,13170,213.83,78.49,2.33,701500,NA
"363","Cyprus",2002,9.19,5093.62,3473.18,1.49,13240,295.65,78.82,1.57,710300,NA
"364","Cyprus",2003,10.07,5375.3,3703.91,1.5,15160,345.9,79.15,1.48,722750,0.2
"365","Cyprus",2004,NA,6046.23,3534.74,1.49,18430,402.81,NA,1.48,739800,NA
"366","Cyprus",2005,NA,NA,NA,1.42,NA,430.19,79.29,NA,757800,0.2
"367","Denmark",2000,8.66,6484.31,3621.84,1.77,31850,391.58,76.75,1.49,5337344,NA
"368","Denmark",2001,8.95,6493.83,3714.23,1.75,30640,429.5,76.94,1.57,5355082,NA
"369","Denmark",2002,8.85,6534.67,3642.74,1.72,30070,NA,77.09,1.55,5374255,NA
"370","Denmark",2003,10.11,6605.32,3839.86,1.76,34090,460.54,77.44,1.5,5387174,0.2
"371","Denmark",2004,NA,6631.15,3716.41,1.78,41280,504.52,77.49,1.46,5401177,NA
"372","Denmark",2005,NA,NA,NA,1.8,48330,526.96,77.84,1.37,5415978,0.22
"373","Kuwait",2000,32.22,13377.63,9341.55,2.57,16790,68.49,76.89,7.15,2190000,NA
"374","Kuwait",2001,29.61,13650.99,8516.04,NA,17320,87.91,NA,7.7,2275000,NA
"375","Kuwait",2002,28.24,14087,8124.48,2.52,17590,107.07,77.22,7.46,2334919,NA
"376","Kuwait",2003,32.74,14807.94,9563.03,2.52,20050,236.6,NA,7.9,2396417,0.2
"377","Kuwait",2004,NA,14954.87,10211.69,2.46,24540,243.95,77.32,7.39,2459534,NA
"378","Kuwait",2005,NA,NA,NA,2.39,30630,276.09,77.54,5.74,2535446,0.2
"379","Ghana",2000,0.31,305.78,397.04,4.56,320,1.51,56.72,1.02,19900000,NA
"380","Ghana",2001,0.34,338.03,402.68,NA,290,1.97,NA,0.61,20300000,NA
"381","Ghana",2002,0.35,292.8,401.81,4.39,260,8.19,56.65,0.61,20800000,NA
"382","Ghana",2003,0.36,247.64,400.2,NA,310,11.79,NA,0.66,21200000,2.2
"383","Ghana",2004,NA,247.04,385.61,NA,380,16.99,NA,0.8,21700000,NA
"384","Ghana",2005,NA,NA,NA,4.06,450,18.15,57.48,0.75,22100000,2.27
"385","Pakistan",2000,0.77,373.54,463.15,4.68,490,2.17,62.96,4.05,1.38e+08,NA
"386","Pakistan",2001,0.74,378.59,461.4,NA,490,3.53,NA,4.08,1.41e+08,NA
"387","Pakistan",2002,0.77,384.14,456.96,4.5,490,6.9,63.82,4.28,1.45e+08,NA
"388","Pakistan",2003,0.77,407.78,466.91,4.5,520,53.89,64.98,4.31,1.48e+08,0.07
"389","Pakistan",2004,NA,425.03,489.09,4.31,600,65.76,64.92,3.88,1.52e+08,NA
"390","Pakistan",2005,NA,NA,NA,4.12,690,67.41,64.86,3.34,1.56e+08,0.1
"391","Gabon",2000,1.15,849.78,1212.17,4.21,2990,11.79,56.04,NA,1272094,NA
"392","Gabon",2001,1.51,875.77,1243.5,NA,3220,13.11,NA,1.91,1297141,NA
"393","Gabon",2002,1.27,907.61,1249.29,4.02,3330,18.94,54.58,1.92,1319952,NA
"394","Gabon",2003,0.91,922.23,1248.03,NA,3520,26.09,NA,1.79,1341309,7.74
"395","Gabon",2004,NA,927.82,1242.72,NA,3920,29.36,NA,1.63,1362331,NA
"396","Gabon",2005,NA,NA,NA,3.73,4390,48.42,53.83,1.33,1383841,7.88
"397","Least developed countries: UN classification",2000,0.16,88.73,285.43,5.07,271,1.12,51.18,2.55,6.67e+08,NA
"398","Least developed countries: UN classification",2001,0.17,100.72,292.8,NA,272,1.9,NA,2.28,6.83e+08,NA
"399","Least developed countries: UN classification",2002,0.18,110.64,299.06,4.95,277,2.92,51.58,2.39,6.99e+08,NA
"400","Least developed countries: UN classification",2003,0.18,115.77,306.27,NA,296,4.97,NA,2.19,7.16e+08,2.78
"401","Least developed countries: UN classification",2004,NA,122.02,313.59,NA,339,7.28,NA,2.26,7.34e+08,NA
"402","Least developed countries: UN classification",2005,NA,NA,NA,4.79,389,11.19,52.49,NA,7.51e+08,2.6
"403","Bahamas, The",2000,5.95,NA,NA,2.34,15380,43.56,68.75,0.64,301438,NA
"404","Bahamas, The",2001,5.87,NA,NA,NA,15390,55.34,NA,0.58,305793,NA
"405","Bahamas, The",2002,6.71,NA,NA,2.3,15800,193.47,69.4,0.56,310129,NA
"406","Bahamas, The",2003,5.94,NA,NA,2.3,NA,267.13,NA,0.6,314451,2.88
"407","Bahamas, The",2004,NA,NA,NA,2.27,NA,291.75,70.42,0.66,318762,NA
"408","Bahamas, The",2005,NA,NA,NA,2.25,NA,318.82,70.96,0.65,323063,3.27
"409","Armenia",2000,1.12,1292.34,672.29,1.7,660,12.98,72.45,3.56,3082000,NA
"410","Armenia",2001,1.15,1263.41,673.47,NA,710,16.31,NA,3.13,3064725,NA
"411","Armenia",2002,0.98,1229.86,631.82,1.33,800,19.67,72.8,2.7,3049943,NA
"412","Armenia",2003,1.13,1312.07,659.82,NA,950,46.1,NA,2.73,3037193,0.13
"413","Armenia",2004,NA,1428.25,703.55,1.38,1140,49.57,NA,2.6,3026089,NA
"414","Armenia",2005,NA,NA,NA,1.37,1470,53.38,73.33,2.72,3016312,0.15
"415","Equatorial Guinea",2000,0.38,NA,NA,5.89,1480,1.56,44.27,NA,448844,NA
"416","Equatorial Guinea",2001,0.35,NA,NA,NA,1670,1.96,NA,NA,459467,NA
"417","Equatorial Guinea",2002,0.36,NA,NA,5.89,2820,3.83,43.45,NA,470228,NA
"418","Equatorial Guinea",2003,0.34,NA,NA,NA,2340,6.24,NA,NA,481141,3.23
"419","Equatorial Guinea",2004,NA,NA,NA,NA,3200,10.16,NA,NA,492233,NA
"420","Equatorial Guinea",2005,NA,NA,NA,5.89,5410,13.9,42.28,NA,503519,3.2
"421","Croatia",2000,4.44,2792.23,1726.6,1.39,4380,66.49,73.8,2.96,4502500,NA
"422","Croatia",2001,4.73,2881.01,1785.94,1.27,4390,116.65,NA,2.62,4440800,NA
"423","Croatia",2002,4.98,3079.8,1850.49,1.34,4650,177.58,74.66,2.4,4443150,NA
"424","Croatia",2003,5.36,3144.98,1976.36,1.33,5490,228.28,74.81,2.06,4442000,NA
"425","Croatia",2004,NA,3315.89,1985.21,1.35,7010,298.84,75.41,1.67,4442850,NA
"426","Croatia",2005,NA,NA,NA,1.42,8350,326.58,75.67,1.58,4443350,0.1
"427","Cameroon",2000,0.23,183.02,428.64,5.05,660,2.69,46.97,1.32,14900000,NA
"428","Cameroon",2001,0.22,173.65,426.4,NA,660,2.97,NA,1.29,15200000,NA
"429","Cameroon",2002,0.22,164.16,425.05,5.02,640,3.88,45.8,1.34,15500000,NA
"430","Cameroon",2003,0.22,178.24,434.14,5,720,6.35,NA,1.38,15700000,5.51
"431","Cameroon",2004,NA,207.01,433.29,5,880,10.6,NA,1.4,1.6e+07,5.5
"432","Cameroon",2005,NA,NA,NA,5,1000,15.32,46.06,1.32,16300000,5.43
"433","Cote d'Ivoire",2000,0.35,171.08,409.68,5.28,650,2.39,46.63,NA,16700000,NA
"434","Cote d'Ivoire",2001,0.33,180.11,386.37,NA,600,4.11,NA,NA,17100000,NA
"435","Cote d'Ivoire",2002,0.41,175.58,406.43,5.06,570,5.19,46.02,NA,17300000,NA
"436","Cote d'Ivoire",2003,0.32,174.34,378.78,NA,630,7.95,NA,1.55,17600000,7.01
"437","Cote d'Ivoire",2004,NA,176.09,387.59,NA,760,8.95,NA,NA,17900000,NA
"438","Cote d'Ivoire",2005,NA,NA,NA,4.7,840,11.02,46.18,NA,18200000,7.06
"439","Zimbabwe",2000,1.17,847,795.71,3.76,460,3.97,39.84,4.67,12600000,NA
"440","Zimbabwe",2001,1.07,818.88,772.89,NA,540,7.88,NA,2.87,12700000,NA
"441","Zimbabwe",2002,0.99,821.24,765.47,3.56,780,39.11,37.21,2.85,12800000,NA
"442","Zimbabwe",2003,0.89,819.4,743.83,NA,770,62.19,NA,2.39,12900000,22.11
"443","Zimbabwe",2004,NA,795.13,718.98,NA,570,63.39,NA,3.41,12900000,NA
"444","Zimbabwe",2005,NA,NA,NA,3.34,340,76.87,37.26,NA,1.3e+07,20.12
"445","Sweden",2000,5.24,15687.11,5492.39,1.54,28870,456.42,79.65,2.01,8869000,NA
"446","Sweden",2001,5.38,16024.62,5814.71,1.57,26950,517.2,79.75,1.86,8894000,NA
"447","Sweden",2002,6.18,15711.12,5909.01,1.65,26410,574.29,79.85,1.79,8924000,NA
"448","Sweden",2003,5.88,15364,5773.78,1.71,29520,631.42,80.11,1.74,8956000,0.2
"449","Sweden",2004,NA,15423.72,5998.34,1.75,35740,756.23,80.5,1.57,8991994,NA
"450","Sweden",2005,NA,NA,NA,1.77,40910,763.52,80.55,1.56,9024040,0.19
"451","Estonia",2000,11.68,4632.3,3307.02,1.34,4120,285.94,70.87,1.39,1369513,NA
"452","Estonia",2001,12.02,4765.79,3446.97,1.34,4340,314.97,70.51,1.52,1364098,NA
"453","Estonia",2002,11.73,4838.66,3329.06,1.37,4750,326.8,71.06,1.67,1358641,NA
"454","Estonia",2003,13.47,5224.16,3638.66,1.37,5740,443.29,71.32,1.79,1353520,1.14
"455","Estonia",2004,NA,5484.07,3835.44,1.47,7450,496.66,71.87,1.76,1348999,NA
"456","Estonia",2005,NA,NA,NA,1.5,9530,512.59,72.57,1.48,1346100,1.32
"457","Nigeria",2000,0.37,73,715.48,NA,270,0.64,NA,0.8,1.25e+08,NA
"458","Nigeria",2001,0.38,74.01,720.31,NA,310,0.9,NA,1.19,1.28e+08,NA
"459","Nigeria",2002,0.41,101.67,727.51,5.7,310,3.2,46.58,1.92,1.31e+08,NA
"460","Nigeria",2003,0.39,99.43,726.46,NA,360,5.57,NA,1.09,1.35e+08,3.74
"461","Nigeria",2004,NA,97.21,717.31,NA,400,12.82,NA,0.89,1.38e+08,NA
"462","Nigeria",2005,NA,NA,NA,NA,520,35.37,NA,0.88,1.41e+08,3.86
"463","Mayotte",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Mayotte",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Mayotte",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Mayotte",2003,NA,NA,NA,NA,NA,NA,NA,NA,166000,NA
"467","Mayotte",2004,NA,NA,NA,NA,NA,NA,NA,NA,172000,NA
"468","Mayotte",2005,NA,NA,NA,NA,NA,NA,NA,NA,180000,NA
"469","European Monetary Union",2000,7.96,6417.85,3844.64,1.47,22200,230.55,78.46,1.81,3.05e+08,NA
"470","European Monetary Union",2001,8.1,6566.28,3924.9,NA,21200,279.3,NA,1.76,3.06e+08,NA
"471","European Monetary Union",2002,8.1,6602.26,3895.75,1.46,20700,314.71,78.82,1.76,3.08e+08,NA
"472","European Monetary Union",2003,8.18,6747.75,3960.79,NA,23300,363.85,NA,1.77,3.1e+08,0.35
"473","European Monetary Union",2004,NA,6868.88,3989.64,NA,28100,411.86,NA,1.76,3.12e+08,NA
"474","European Monetary Union",2005,NA,NA,NA,1.5,32100,439.4,79.69,1.69,3.14e+08,0.34
"475","Bolivia",2000,1.18,420.96,594.35,4.01,1000,14.43,63.11,1.8,8316648,NA
"476","Bolivia",2001,1.08,412.1,517.19,NA,960,21.21,NA,2.26,8488241,NA
"477","Bolivia",2002,1.05,421.76,497.61,3.8,930,31.17,63.84,2.14,8661336,NA
"478","Bolivia",2003,0.89,421.83,503.78,3.8,920,35.09,NA,2.22,8835246,0.13
"479","Bolivia",2004,NA,435.12,552.56,NA,960,44.4,NA,2.03,9009045,NA
"480","Bolivia",2005,NA,NA,NA,3.65,1020,52.28,64.85,1.87,9182015,0.13
"481","Congo, Rep.",2000,0.3,110.54,246.96,NA,510,0.23,51.42,NA,3437797,NA
"482","Congo, Rep.",2001,0.35,117,262.19,NA,570,0.28,NA,NA,3546997,NA
"483","Congo, Rep.",2002,0.29,132.61,248.54,NA,620,1.37,51.82,NA,3657416,NA
"484","Congo, Rep.",2003,0.37,121.51,272.73,4.8,650,3.98,NA,1.37,3769271,5.44
"485","Congo, Rep.",2004,NA,131.09,273.76,NA,750,9.27,NA,NA,3882947,NA
"486","Congo, Rep.",2005,NA,NA,NA,5.6,950,12.5,52.81,NA,3998904,5.27
"487","Solomon Islands",2000,0.39,NA,NA,4.53,680,4.78,61.8,NA,418733,NA
"488","Solomon Islands",2001,0.4,NA,NA,NA,620,4.65,NA,NA,430324,NA
"489","Solomon Islands",2002,0.39,NA,NA,4.33,550,4.98,62.22,NA,442052,NA
"490","Solomon Islands",2003,0.4,NA,NA,NA,550,5.51,NA,NA,453886,NA
"491","Solomon Islands",2004,NA,NA,NA,NA,590,6.44,NA,NA,465793,NA
"492","Solomon Islands",2005,NA,NA,NA,4,620,8.37,62.94,NA,477742,NA
"493","Liberia",2000,0.14,NA,NA,6.8,130,0.16,42.23,NA,3065441,NA
"494","Liberia",2001,0.15,NA,NA,NA,130,0.32,NA,7.54,3160769,NA
"495","Liberia",2002,0.15,NA,NA,6.8,140,NA,42.44,7.5,3206295,NA
"496","Liberia",2003,0.14,NA,NA,NA,110,NA,NA,NA,3222484,NA
"497","Liberia",2004,NA,NA,NA,NA,110,NA,NA,NA,3240578,NA
"498","Liberia",2005,NA,NA,NA,6.78,120,NA,42.47,NA,3283267,NA
"499","Turkmenistan",2000,7.91,1697.64,3214.69,2.87,650,1.33,62.59,NA,4502140,NA
"500","Turkmenistan",2001,8.68,1769.8,3305.17,NA,NA,1.75,NA,NA,4564367,NA
"501","Turkmenistan",2002,9.08,1760.08,3311.73,2.76,NA,NA,62.39,NA,4629911,NA
"502","Turkmenistan",2003,9.22,1750.19,3646.63,NA,NA,4.26,NA,NA,4697763,NA
"503","Turkmenistan",2004,NA,1740.45,3264.79,NA,NA,7.55,NA,NA,4766009,NA
"504","Turkmenistan",2005,NA,NA,NA,2.6,NA,NA,62.86,NA,4833266,0.1
"505","Kenya",2000,0.34,111.9,489.97,5,430,3.26,48.43,1.3,30700000,NA
"506","Kenya",2001,0.29,122.37,479.82,NA,410,6.38,NA,1.5,31400000,NA
"507","Kenya",2002,0.25,128.65,469.01,5,400,12.48,47.06,1.66,3.2e+07,NA
"508","Kenya",2003,0.27,134.75,481.25,NA,420,30.55,NA,1.68,32700000,6.7
"509","Kenya",2004,NA,139.96,505.57,NA,470,31.52,NA,1.58,33500000,NA
"510","Kenya",2005,NA,NA,NA,4.98,540,32.43,48.99,1.42,34300000,6.09
"511","French Polynesia",2000,2.73,NA,NA,2.47,16070,63.53,72.66,NA,236124,NA
"512","French Polynesia",2001,2.27,NA,NA,NA,NA,62.43,NA,NA,240280,NA
"513","French Polynesia",2002,2.86,NA,NA,2.39,NA,81.81,73.14,NA,244466,NA
"514","French Polynesia",2003,2.78,NA,NA,NA,NA,140.77,NA,NA,248629,NA
"515","French Polynesia",2004,NA,NA,NA,NA,NA,178.08,NA,NA,252692,NA
"516","French Polynesia",2005,NA,NA,NA,2.31,NA,214.34,73.76,NA,256603,NA
"517","Peru",2000,1.05,679.21,482.73,3,2060,30.83,69.22,1.73,2.6e+07,NA
"518","Peru",2001,1,703.4,459.51,NA,1980,75.87,NA,1.84,26400000,NA
"519","Peru",2002,0.97,736.36,449.28,2.86,2040,89.68,69.82,1.24,26800000,NA
"520","Peru",2003,0.96,758.68,431.49,NA,2170,104.93,NA,1.26,27200000,0.53
"521","Peru",2004,NA,794.42,478.84,NA,2390,116.83,NA,1.18,27600000,NA
"522","Peru",2005,NA,NA,NA,NA,2640,164.47,70.66,1.25,2.8e+07,0.57
"523","Dominica",2000,1.44,NA,NA,1.9,3300,84.12,76.34,NA,71326,NA
"524","Dominica",2001,1.55,NA,NA,NA,3380,126.62,NA,NA,71079,NA
"525","Dominica",2002,1.7,NA,NA,1.9,3220,175.86,76.6,NA,71079,NA
"526","Dominica",2003,1.95,NA,NA,1.9,3440,224.68,NA,NA,71212.83,NA
"527","Dominica",2004,NA,NA,NA,NA,3800,286.83,NA,NA,71471,NA
"528","Dominica",2005,NA,NA,NA,NA,3840,361.11,NA,NA,72000,NA
"529","Malawi",2000,0.07,NA,NA,6.23,150,1.3,40.44,0.67,11500000,NA
"530","Malawi",2001,0.07,NA,NA,NA,140,1.7,NA,0.74,11800000,NA
"531","Malawi",2002,0.07,NA,NA,6.1,140,2.24,39.63,0.77,12100000,NA
"532","Malawi",2003,0.07,NA,NA,NA,150,2.92,NA,0.74,12300000,14.18
"533","Malawi",2004,NA,NA,NA,NA,160,3.66,NA,NA,12600000,NA
"534","Malawi",2005,NA,NA,NA,5.84,160,4.07,40.52,NA,12900000,14.09
"535","Tunisia",2000,2.06,991.27,793.64,2.08,2090,27.19,72.6,1.71,9563500,NA
"536","Tunisia",2001,2.12,1048.21,825.65,2.05,2060,42.38,72.85,1.68,9673600,NA
"537","Tunisia",2002,2.13,1075.86,822.03,2,2000,51.68,73,1.64,9781900,NA
"538","Tunisia",2003,2.12,1118.11,837.42,2.06,2260,64.03,73.05,1.63,9839800,0.07
"539","Tunisia",2004,NA,1157.42,876.22,2.02,2650,84.07,73.3,1.54,9932400,NA
"540","Tunisia",2005,NA,NA,NA,2.04,2880,95.1,73.45,1.49,1e+07,0.13
"541","Macao, China",2000,3.68,NA,NA,0.95,14170,135.28,79.36,NA,443537,NA
"542","Macao, China",2001,3.78,NA,NA,NA,14010,225.58,NA,NA,447726,NA
"543","Macao, China",2002,4.07,NA,NA,0.84,NA,254.85,79.84,NA,451248,NA
"544","Macao, China",2003,4.1,NA,NA,NA,NA,264.14,NA,NA,454313,NA
"545","Macao, China",2004,NA,NA,NA,NA,NA,328.08,NA,NA,457212,NA
"546","Macao, China",2005,NA,NA,NA,0.88,NA,369.44,80.28,NA,460162,NA
"547","China",2000,2.19,992.73,889.07,1.89,930,17.82,70.26,1.83,1.26e+09,NA
"548","China",2001,2.36,1069.31,880.94,NA,1000,26.5,NA,1.97,1.27e+09,NA
"549","China",2002,2.72,1184.22,947.23,1.88,1100,46.16,70.66,2.1,1.28e+09,NA
"550","China",2003,3.22,1378.53,1072.1,1.88,1270,61.7,NA,2.08,1.29e+09,0.07
"551","China",2004,NA,1585.12,1241.63,1.85,1500,72.52,71.44,2.03,1.3e+09,NA
"552","China",2005,NA,NA,NA,1.81,1740,85.09,71.83,1.97,1.3e+09,0.08
"553","Sao Tome and Principe",2000,0.63,NA,NA,4.25,NA,46.54,62.67,NA,139677,NA
"554","Sao Tome and Principe",2001,0.64,NA,NA,NA,NA,63.06,NA,NA,142714,NA
"555","Sao Tome and Principe",2002,0.63,NA,NA,4.06,NA,75.35,62.83,NA,145984,NA
"556","Sao Tome and Principe",2003,0.61,NA,NA,NA,NA,100.38,NA,NA,149430,NA
"557","Sao Tome and Principe",2004,NA,NA,NA,NA,NA,130.75,NA,NA,152964,NA
"558","Sao Tome and Principe",2005,NA,NA,NA,3.76,NA,NA,63.49,NA,156523,NA
"559","Yemen, Rep.",2000,0.81,137.43,271.74,6.47,410,0.84,59.29,5.02,17900000,NA
"560","Yemen, Rep.",2001,0.88,141.2,291.47,NA,450,0.92,NA,5.71,18500000,NA
"561","Yemen, Rep.",2002,0.85,148.47,281.65,6.2,470,5.24,60.34,7.45,19100000,NA
"562","Yemen, Rep.",2003,0.87,158.25,294.79,NA,490,6.09,NA,7.33,19700000,0.2
"563","Yemen, Rep.",2004,NA,165.28,313.34,NA,560,8.85,NA,6.07,20300000,NA
"564","Yemen, Rep.",2005,NA,NA,NA,5.87,660,NA,61.73,5.04,2.1e+07,0.2
"565","Uganda",2000,0.06,NA,NA,6.95,260,1.65,45.12,2.26,24300000,NA
"566","Uganda",2001,0.06,NA,NA,6.9,240,2.39,NA,2.13,25100000,NA
"567","Uganda",2002,0.07,NA,NA,7.1,230,3.85,46.76,2.49,2.6e+07,NA
"568","Uganda",2003,0.06,NA,NA,NA,230,4.65,NA,2.52,26900000,6.78
"569","Uganda",2004,NA,NA,NA,NA,250,7.19,NA,2.45,27800000,NA
"570","Uganda",2005,NA,NA,NA,7.1,280,17.35,49.95,NA,28800000,6.4
